ilan_No;ilan_tarihi;marka;seri;model;yil;yakit;vites;km;renk;motor_gucu;motor_hacim;kasa_tipi;fiyat
672767839;16.03.2019;BMW;3;320d Standart ;2010;1;0;230.000;2;177;1995;sedan;90.500
671626694;13.03.2019;BMW;3;320d Standart ;2013;1;0;120.000;1;184;1995;sedan;141.900
628429770;01.03.2019;BMW;3;320d Standart ;2004;1;0;230.000;3;150;2000;sedan;65.500
  664465457;23.02.2019;BMW;3;320d Standart ;2013;1;0;100.000;1;184;1995;sedan;165.000
674113721;20.03.2019;BMW;3;320d Standart ;2006;1;0;214.000;2;163;1995;sedan;75.000
674172699;20.03.2019;BMW;3;320d Standart ;2000;1;1;310.000;3;136;1951;sedan;45.000
662024359;19.03.2019;BMW;3;320d Standart ;2007;1;0;288.000;2;163;1995;sedan;82.000
555725298;19.03.2019;BMW;3;320d Standart ;2012;1;0;87.000;1;184;1995;sedan;131.000
674025508;19.03.2019;BMW;3;320d Standart ;2001;1;0;290.000;2;150;1995;sedan;43.500
674013015;19.03.2019;BMW;3;320d Standart ;2010;1;0;105.000;1;184;1995;sedan;95.900
670726317;19.03.2019;BMW;3;320d Standart ;2008;1;0;278.000;2;177;1995;sedan;65.000
673948811;19.03.2019;BMW;3;320d Standart ;2001;1;0;360.000;8;150;1995;sedan;49.500
673946540;19.03.2019;BMW;3;320d Standart ;2012;1;0;151.000;1;184;1995;sedan;139.900
673901075;19.03.2019;BMW;3;320d Standart ;2004;1;0;226.000;5;150;1995;sedan;55.000
625246327;19.03.2019;BMW;3;320d Standart ;2013;1;0;46.000;1;184;1995;sedan;181.000
670885790;19.03.2019;BMW;3;320d Standart ;2006;1;0;224.000;7;163;1995;sedan;80.000
616396220;19.03.2019;BMW;3;320d Standart ;2006;1;0;310.000;2;163;1995;sedan;71.500
673680617;19.03.2019;BMW;3;320d Standart ;2005;1;0;251.000;2;163;1995;sedan;79.500
673713709;19.03.2019;BMW;3;320d Standart ;2004;1;0;282.000;4;150;1995;sedan;64.500
674022515;19.03.2019;BMW;3;320d Standart ;2011;1;0;367.000;1;184;1995;sedan;69.000
659516318;18.03.2019;BMW;3;320d Standart ;2006;1;0;230.000;2;163;1995;sedan;56.500
673643495;18.03.2019;BMW;3;320d Standart ;2002;1;0;226.412;5;150;1995;sedan;45.600
663243967;18.03.2019;BMW;3;320d Standart ;2006;1;0;266.400;2;163;1995;sedan;68.000
673508507;18.03.2019;BMW;3;320d Standart ;2008;1;0;280.000;2;177;1995;sedan;73.900
660719851;18.03.2019;BMW;3;320d Standart ;2001;1;1;380.000;3;150;1995;sedan;38.000
673531412;18.03.2019;BMW;3;320d Standart ;2009;1;0;165.500;1;177;1995;sedan;144.500
617864577;18.03.2019;BMW;3;320d Standart ;2010;1;0;300.000;2;184;1995;sedan;83.500
673502304;18.03.2019;BMW;3;320d Standart ;2005;1;0;320.000;6;163;1995;sedan;57.800
673491612;18.03.2019;BMW;3;320d Standart ;2006;1;0;380.000;7;163;1995;sedan;64.250
674274845;20.03.2019;BMW;3;320d Standart ;2000;1;0;290.000;6;136;1951;sedan;48.000
674284130;20.03.2019;BMW;3;320d Standart ;2012;1;0;225.000;2;184;1995;sedan;111.000
570284748;18.03.2019;BMW;3;320d Standart ;2010;1;0;77.000;1;177;1995;sedan;95.900
569852532;20.03.2019;BMW;3;320d Standart ;2005;1;0;315.000;3;163;1995;sedan;65.000
674117939;20.03.2019;BMW;3;320d Standart ;2000;1;0;170.000;2;136;1995;sedan;53.000
637635287;20.03.2019;BMW;3;320d Standart ;2011;1;0;209.000;2;184;1995;sedan;85.500
674067446;19.03.2019;BMW;3;320d Standart ;2005;1;0;169.000;2;150;1995;sedan;62.500
674081373;19.03.2019;BMW;3;320d Standart ;2005;1;0;276.000;5;163;1995;sedan;66.000
674024398;19.03.2019;BMW;3;320d Standart ;2006;1;0;270.000;2;163;1995;sedan;62.750
674070223;19.03.2019;BMW;3;320d Standart ;2008;1;0;230.000;7;175;2000;sedan;70.000
673197496;17.03.2019;BMW;3;320d Standart ;1998;1;1;214.000;2;136;1951;sedan;50.000
673982168;19.03.2019;BMW;3;320d Standart ;2004;1;0;395.000;8;150;1995;sedan;57.000
607846531;17.03.2019;BMW;3;320d Standart ;2010;1;0;143.000;2;184;1995;sedan;85.000
673944409;19.03.2019;BMW;3;320d Standart ;2006;1;0;321.000;5;163;1995;sedan;82.500
673941958;19.03.2019;BMW;3;320d Standart ;1999;1;0;235.000;2;136;1951;sedan;46.500
673122492;17.03.2019;BMW;3;320d Standart ;2010;1;0;235.000;6;177;1995;sedan;129.000
635538347;17.03.2019;BMW;3;320d Standart ;2005;1;0;309.000;2;150;1995;sedan;74.200
673666093;19.03.2019;BMW;3;320d Standart ;2007;1;0;177.800;2;163;1995;sedan;83.000
672918553;17.03.2019;BMW;3;320d Standart ;2006;1;0;248.000;2;163;1995;sedan;69.000
673704756;19.03.2019;BMW;3;320d Standart ;2002;1;0;210.000;6;150;1995;sedan;52.500
553524436;19.03.2019;BMW;3;320d Standart ;2004;1;0;213.000;3;150;1995;sedan;66.900
673680050;18.03.2019;BMW;3;320d Standart ;2009;1;0;189.000;1;177;1995;sedan;142.500
670402480;16.03.2019;BMW;3;320d Standart ;2009;1;0;243.600;2;177;1995;sedan;106.000
672903843;16.03.2019;BMW;3;320d Standart ;2006;1;0;250.000;2;163;1995;sedan;82.500
673273477;17.03.2019;BMW;3;320d Standart ;2006;1;0;260.000;9;163;1995;sedan;62.500
673680212;18.03.2019;BMW;3;320d Standart ;2006;1;0;223.000;2;163;1995;sedan;72.500
662068390;18.03.2019;BMW;3;320d Standart ;2010;1;0;56.000;1;184;1995;sedan;125.250
574800709;18.03.2019;BMW;3;320d Standart ;2008;1;0;179.000;2;200;2000;sedan;71.000
673204438;17.03.2019;BMW;3;320d Standart ;2006;1;0;140.000;7;163;1995;sedan;82.500
673202206;17.03.2019;BMW;3;320d Standart ;2006;1;0;223.000;2;163;1995;sedan;83.750
672828385;16.03.2019;BMW;3;320d Standart ;2006;1;0;270.000;7;163;1995;sedan;75.000
644067832;18.03.2019;BMW;3;320d Standart ;2006;1;1;263.000;8;163;1995;sedan;57.900
625707102;16.03.2019;BMW;3;320d Standart ;2008;1;0;222.000;1;177;1995;sedan;96.000
636285306;18.03.2019;BMW;3;320d Standart ;2010;1;0;250.000;2;177;1995;sedan;109.000
672704476;16.03.2019;BMW;3;320d Standart ;2006;1;0;216.000;2;163;1995;sedan;75.500
600415547;16.03.2019;BMW;3;320d Standart ;2003;1;0;246.000;2;150;1995;sedan;56.750
570297658;18.03.2019;BMW;3;320d Standart ;2006;1;0;199.000;2;163;1995;sedan;78.000
621837845;18.03.2019;BMW;3;320d Standart ;2005;1;0;320.000;6;163;1995;sedan;53.000
639101677;16.03.2019;BMW;3;320d Standart ;2008;1;0;167.000;2;177;1995;sedan;95.000
673427395;18.03.2019;BMW;3;320d Standart ;2000;1;1;236.000;5;136;1951;sedan;44.000
660352776;20.03.2019;BMW;3;320d Standart ;2009;1;0;94.000;2;177;1995;sedan;102.500
673254407;17.03.2019;BMW;3;320d Standart ;2002;1;0;269.000;4;150;1995;sedan;56.750
672387024;15.03.2019;BMW;3;320d Standart ;2005;1;0;333.500;2;125;2000;sedan;57.000
672345123;15.03.2019;BMW;3;320d Standart ;2006;1;0;270.000;2;163;1995;sedan;70.000
674063248;19.03.2019;BMW;3;320d Standart ;2006;1;0;290.000;2;163;1995;sedan;72.000
672852071;16.03.2019;BMW;3;320d Standart ;2006;1;0;277.000;2;163;1995;sedan;69.700
673195533;17.03.2019;BMW;3;320d Standart ;2013;1;0;125.000;1;184;1995;sedan;149.000
673182385;17.03.2019;BMW;3;320d Standart ;2006;1;0;235.000;7;163;1995;sedan;69.500
635614260;17.03.2019;BMW;3;320d Standart ;2013;1;0;148.000;1;184;1995;sedan;136.950
673101935;17.03.2019;BMW;3;320d Standart ;2006;1;0;258.000;2;163;1995;sedan;68.000
648460811;18.03.2019;BMW;3;320d Standart ;2006;1;0;280.000;2;163;1995;sedan;71.900
672714459;16.03.2019;BMW;3;320d Standart ;2012;1;0;197.000;1;184;1995;sedan;126.000
674310812;20.03.2019;BMW;3;320d Standart ;2015;1;0;187.000;2;184;1995;sedan;139.000
565872808;17.03.2019;BMW;3;320d Standart ;2011;1;0;138.420;1;200;2000;sedan;150.000
660796289;18.03.2019;BMW;3;320d Standart ;2003;1;0;380.000;2;150;1995;sedan;44.900
673073034;17.03.2019;BMW;3;320d Standart ;2013;1;0;100.000;1;184;1995;sedan;165.000
672220810;15.03.2019;BMW;3;320d Standart ;2007;1;0;296.000;2;163;1995;sedan;72.500
672030560;14.03.2019;BMW;3;320d Standart ;2002;1;0;315.000;6;150;1995;sedan;39.000
672019848;14.03.2019;BMW;3;320d Standart ;2001;1;0;282.000;1;175;2000;sedan;46.500
671957890;14.03.2019;BMW;3;320d Standart ;2006;1;0;250.000;6;163;1995;sedan;78.000
672787729;16.03.2019;BMW;3;320d Standart ;2006;1;0;210.000;2;163;1995;sedan;63.250
672710449;16.03.2019;BMW;3;320d Standart ;1999;1;1;230.000;6;136;1951;sedan;38.000
661586772;18.03.2019;BMW;3;320d Standart ;2006;1;0;300.000;6;163;1995;sedan;55.000
671835315;14.03.2019;BMW;3;320d Standart ;2003;1;0;278.000;7;150;1995;sedan;53.950
651600202;14.03.2019;BMW;3;320d Standart ;2005;1;0;298.000;2;163;1995;sedan;69.250
614411464;16.03.2019;BMW;3;320d Standart ;2015;1;0;72.000;1;184;1995;sedan;163.000
674226457;20.03.2019;BMW;3;320d Standart ;2010;1;0;292.000;1;177;1995;sedan;89.500
672509793;16.03.2019;BMW;3;320d Standart ;2004;1;0;257.000;7;150;1995;sedan;55.950
637899991;14.03.2019;BMW;3;320d Standart ;2009;1;0;199.000;1;177;1995;sedan;103.000
673284196;17.03.2019;BMW;3;320d Standart ;2006;1;0;275.000;2;163;1995;sedan;72.500
671668185;13.03.2019;BMW;3;320d Standart ;2013;1;0;128.000;2;184;1995;sedan;137.000
672483751;15.03.2019;BMW;3;320d Standart ;2005;1;0;240.000;2;163;1995;sedan;59.500
671615624;13.03.2019;BMW;3;320d Standart ;2005;1;0;310.000;2;150;1995;sedan;63.000
646619169;14.03.2019;BMW;3;320d Standart ;2003;1;0;250.000;5;150;1995;sedan;45.750
671573139;13.03.2019;BMW;3;320d Standart ;2006;1;0;228.000;2;163;1995;sedan;80.250
672337875;15.03.2019;BMW;3;320d Standart ;2014;1;0;57.000;1;184;1995;sedan;170.000
637520963;19.03.2019;BMW;3;320d Standart ;2005;1;0;323.000;2;175;1995;sedan;65.000
666776214;13.03.2019;BMW;3;320d Standart ;2006;1;0;260.000;2;175;1995;sedan;71.250
671484343;15.03.2019;BMW;3;320d Standart ;2005;1;0;258.983;2;163;1995;sedan;71.000
671464500;13.03.2019;BMW;3;320d Standart ;2005;1;0;288.000;2;150;1995;sedan;48.000
672251601;15.03.2019;BMW;3;320d Standart ;2004;1;0;191.000;6;150;1995;sedan;63.000
636159992;15.03.2019;BMW;3;320d Standart ;2006;1;0;218.000;6;163;1995;sedan;69.000
671454604;13.03.2019;BMW;3;320d Standart ;1998;1;1;154.000;6;136;1951;sedan;50.000
672198713;15.03.2019;BMW;3;320d Standart ;2004;1;0;266.000;5;150;1995;sedan;64.750
671262938;12.03.2019;BMW;3;320d Standart ;2006;1;0;245.000;2;163;1995;sedan;70.550
497858079;18.03.2019;BMW;3;320d Standart ;2006;1;0;260.000;2;175;1995;sedan;68.500
672378690;15.03.2019;BMW;3;320d Standart ;2006;1;0;177.000;2;163;1995;sedan;75.000
659528684;13.03.2019;BMW;3;320d Standart ;2006;1;0;192.000;2;163;1995;sedan;70.000
617160265;15.03.2019;BMW;3;320d Standart ;2010;1;0;204.000;1;184;1995;sedan;86.500
671213579;12.03.2019;BMW;3;320d Standart ;2005;1;0;197.000;3;150;1995;sedan;59.750
671604724;13.03.2019;BMW;3;320d Standart ;2011;1;0;125.000;1;184;1995;sedan;94.999
671965032;14.03.2019;BMW;3;320d Standart ;2008;1;0;188.000;2;177;1995;sedan;69.000
671132846;12.03.2019;BMW;3;320d Standart ;2003;1;0;239.000;2;150;1995;sedan;48.500
671134509;12.03.2019;BMW;3;320d Standart ;2005;1;0;313.000;6;150;1995;sedan;52.000
586982355;12.03.2019;BMW;3;320d Standart ;2008;1;0;230.000;2;177;1995;sedan;66.000
671058664;12.03.2019;BMW;3;320d Standart ;2007;1;0;246.000;2;163;1995;sedan;78.000
671629078;14.03.2019;BMW;3;320d Standart ;2006;1;0;244.000;1;163;1995;sedan;73.550
670884913;12.03.2019;BMW;3;320d Standart ;2006;1;0;280.000;7;163;1995;sedan;61.500
659941125;14.03.2019;BMW;3;320d Standart ;2009;1;0;237.000;1;177;1995;sedan;137.000
594292060;11.03.2019;BMW;3;320d Standart ;2010;1;0;196.000;1;177;1995;sedan;119.000
671313679;13.03.2019;BMW;3;320d Standart ;2013;1;0;121.000;2;184;1995;sedan;112.000
671530004;13.03.2019;BMW;3;320d Standart ;2004;1;0;285.000;2;150;1995;sedan;54.900
625487112;15.03.2019;BMW;3;320d Standart ;2013;1;0;138.000;2;184;1995;sedan;139.500
674380328;20.03.2019;BMW;3;320d Standart ;2010;1;0;362.000;1;177;1995;sedan;72.500
507796498;16.03.2019;BMW;3;320d Standart ;2011;1;0;196.000;1;177;1995;sedan;87.500
671435269;13.03.2019;BMW;3;320d Standart ;2005;1;0;278.000;7;163;1995;sedan;66.000
670646985;11.03.2019;BMW;3;320d Standart ;2005;1;0;345.000;2;175;1995;sedan;54.000
650738659;10.03.2019;BMW;3;320d Standart ;2002;1;0;152.000;3;150;1995;sedan;52.000
671120969;12.03.2019;BMW;3;320d Standart ;2002;1;0;190.000;2;175;1995;sedan;77.000
671121453;12.03.2019;BMW;3;320d Standart ;2004;1;0;146.000;3;177;1995;sedan;96.000
621295612;15.03.2019;BMW;3;320d Standart ;2007;1;0;295.000;2;177;1995;sedan;74.000
554651277;14.03.2019;BMW;3;320d Standart ;2006;1;0;250.000;2;163;1995;sedan;66.500
671049433;12.03.2019;BMW;3;320d Standart ;2011;1;0;214.000;15;184;1995;sedan;105.000
670885035;12.03.2019;BMW;3;320d Standart ;2006;1;0;290.000;2;163;1995;sedan;59.500
671806975;14.03.2019;BMW;3;320d Standart ;2013;1;0;240.000;2;184;1995;sedan;112.500
622361264;10.03.2019;BMW;3;320d Standart ;2011;1;0;119.000;1;184;1995;sedan;109.000
670142845;09.03.2019;BMW;3;320d Standart ;2010;1;0;232.000;1;184;1995;sedan;83.000
670126434;09.03.2019;BMW;3;320d Standart ;2009;1;0;245.000;2;177;1995;sedan;73.000
672072126;14.03.2019;BMW;3;320d Standart ;2007;1;0;220.000;3;177;1995;sedan;68.500
670774295;11.03.2019;BMW;3;320d Standart ;2001;1;0;214.000;1;184;1995;sedan;70.000
671672273;13.03.2019;BMW;3;320d Standart ;2003;1;1;380.000;6;150;1995;sedan;41.500
657701751;09.03.2019;BMW;3;320d Standart ;2013;1;0;114.000;2;184;1995;sedan;135.000
655748903;11.03.2019;BMW;3;320d Standart ;2010;1;0;190.000;1;184;1995;sedan;95.000
668195560;09.03.2019;BMW;3;320d Standart ;2005;1;0;250.000;2;150;1995;sedan;48.500
670788976;11.03.2019;BMW;3;320d Standart ;2005;1;0;330.000;7;163;1995;sedan;68.500
669971669;09.03.2019;BMW;3;320d Standart ;2015;1;0;91.000;1;190;1995;sedan;135.000
601850449;09.03.2019;BMW;3;320d Standart ;2004;1;0;135.000;1;184;1995;sedan;103.500
631160951;09.03.2019;BMW;3;320d Standart ;2006;1;0;265.000;2;150;1995;sedan;50.000
670674667;10.03.2019;BMW;3;320d Standart ;2002;1;0;146.000;6;150;1995;sedan;78.000
671438567;13.03.2019;BMW;3;320d Standart ;1999;1;0;307.000;5;136;1995;sedan;36.000
485585858;10.03.2019;BMW;3;320d Standart ;2005;1;0;235.000;5;163;1995;sedan;68.500
670417807;10.03.2019;BMW;3;320d Standart ;2004;1;0;200.000;7;150;1995;sedan;50.000
605443130;13.03.2019;BMW;3;320d Standart ;2010;1;0;206.000;2;184;1995;sedan;98.000
519734150;10.03.2019;BMW;3;320d Standart ;2004;1;0;215.000;2;150;1995;sedan;56.000
671605253;13.03.2019;BMW;3;320d Standart ;2007;1;0;257.000;7;163;1995;sedan;74.000
657734074;10.03.2019;BMW;3;320d Standart ;2008;1;0;245.000;1;177;1995;sedan;89.000
662027671;10.03.2019;BMW;3;320d Standart ;2006;1;0;237.000;3;163;1995;sedan;73.000
659413426;13.03.2019;BMW;3;320d Standart ;2011;1;0;350.000;1;184;1995;sedan;69.000
669563833;08.03.2019;BMW;3;320d Standart ;2010;1;0;250.000;2;184;1995;sedan;77.000
669450505;08.03.2019;BMW;3;320d Standart ;2011;1;0;149.000;2;184;1995;sedan;94.000
660712573;16.03.2019;BMW;3;320d Standart ;2012;1;0;220.000;1;184;1995;sedan;92.500
669664134;08.03.2019;BMW;3;320d Standart ;2006;1;0;303.000;2;175;2000;sedan;63.500
669637408;08.03.2019;BMW;3;320d Standart ;2010;1;0;182.000;2;184;1995;sedan;93.000
669649259;08.03.2019;BMW;3;320d Standart ;2010;1;0;237.000;1;184;1995;sedan;86.000
670159022;10.03.2019;BMW;3;320d Standart ;2008;1;0;174.000;1;177;1995;sedan;109.000
637909549;12.03.2019;BMW;3;320d Standart ;2004;1;0;307.000;6;150;1995;sedan;50.000
669459203;08.03.2019;BMW;3;320d Standart ;2005;1;0;231.000;6;163;1995;sedan;79.000
670167236;10.03.2019;BMW;3;320d Standart ;2005;1;0;157.000;2;150;1995;sedan;40.000
670793088;11.03.2019;BMW;3;320d Standart ;2007;1;0;246.000;2;163;1995;sedan;67.000
670069196;09.03.2019;BMW;3;320d Standart ;2008;1;0;211.000;2;177;1995;sedan;110.000
670765176;11.03.2019;BMW;3;320d Standart ;2010;1;0;225.000;2;184;1995;sedan;84.500
636203811;09.03.2019;BMW;3;320d Standart ;2006;1;0;293.000;1;163;1995;sedan;79.000
669311380;07.03.2019;BMW;3;320d Standart ;2009;1;0;198.000;1;177;1995;sedan;103.000
656758836;07.03.2019;BMW;3;320d Standart ;2008;1;0;214.000;2;177;1995;sedan;101.000
669979146;09.03.2019;BMW;3;320d Standart ;2010;1;0;202.000;2;177;1995;sedan;93.000
621734771;11.03.2019;BMW;3;320d Standart ;2006;1;0;210.000;6;163;1995;sedan;68.500
630835848;17.03.2019;BMW;3;320d Standart ;2006;1;0;270.000;2;163;1995;sedan;68.750
655988307;14.03.2019;BMW;3;320d Standart ;2011;1;0;320.000;1;184;1995;sedan;93.500
658080894;11.03.2019;BMW;3;320d Standart ;2007;1;0;268.000;2;177;1995;sedan;72.900
669102999;07.03.2019;BMW;3;320d Standart ;2006;1;0;185.000;3;163;1995;sedan;52.000
669090254;06.03.2019;BMW;3;320d Standart ;2013;1;0;130.000;1;184;1995;sedan;147.000
602497835;08.03.2019;BMW;3;320d Standart ;2011;1;0;190.000;2;184;1995;sedan;114.000
669010826;06.03.2019;BMW;3;320d Standart ;2006;1;0;241.000;2;175;1995;sedan;80.000
669684720;08.03.2019;BMW;3;320d Standart ;2003;1;0;247.000;8;150;1995;sedan;53.000
622338364;09.03.2019;BMW;3;320d Standart ;2004;1;0;240.000;3;150;1995;sedan;56.990
511290969;06.03.2019;BMW;3;320d Standart ;2003;1;0;265.800;4;150;1995;sedan;47.500
669719824;08.03.2019;BMW;3;320d Standart ;2010;1;0;142.000;3;177;1995;sedan;142.000
659351462;13.03.2019;BMW;3;320d Standart ;2002;1;0;207.000;6;150;1995;sedan;50.500
668909038;06.03.2019;BMW;3;320d Standart ;2012;1;0;120.000;1;184;1995;sedan;140.000
671158185;12.03.2019;BMW;3;320d Standart ;2006;1;0;235.000;2;163;1995;sedan;73.000
668975104;06.03.2019;BMW;3;320d Standart ;2011;1;0;143.027;1;184;1995;sedan;105.750
628680518;08.03.2019;BMW;3;320d Standart ;2006;1;0;187.000;10;163;1995;sedan;74.000
618877694;08.03.2019;BMW;3;320d Standart ;2013;1;0;75.000;1;184;1995;sedan;145.000
656841070;08.03.2019;BMW;3;320d Standart ;2010;1;0;260.000;2;184;1995;sedan;82.500
659852710;14.03.2019;BMW;3;320d Standart ;2011;1;0;199.000;2;184;1995;sedan;84.500
632236948;06.03.2019;BMW;3;320d Standart ;2006;1;0;239.000;2;163;1995;sedan;65.000
656242827;06.03.2019;BMW;3;320d Standart ;2011;1;0;131.000;2;200;1995;sedan;116.500
643311544;06.03.2019;BMW;3;320d Standart ;2009;1;0;153.568;2;177;1995;sedan;120.000
654476994;11.03.2019;BMW;3;320d Standart ;2013;1;0;120.000;2;184;1995;sedan;125.000
633557033;10.03.2019;BMW;3;320d Standart ;2003;1;0;235.000;3;150;1995;sedan;61.500
671535568;13.03.2019;BMW;3;320d Standart ;2006;1;0;230.000;2;163;1995;sedan;68.500
669413635;07.03.2019;BMW;3;320d Standart ;2013;1;0;150.000;10;184;1995;sedan;132.000
614457187;12.03.2019;BMW;3;320d Standart ;2010;1;0;106.000;1;177;1995;sedan;127.950
671994165;14.03.2019;BMW;3;320d Standart ;2008;1;0;270.000;2;177;1995;sedan;69.000
671560172;13.03.2019;BMW;3;320d Standart ;2010;1;0;216.000;2;177;1995;sedan;73.950
669392395;07.03.2019;BMW;3;320d Standart ;2006;1;0;345.000;2;163;1995;sedan;62.000
668575522;05.03.2019;BMW;3;320d Standart ;2006;1;0;230.000;2;163;1995;sedan;63.000
674310812;20.03.2019;BMW;3;320d Standart ;2015;1;0;187.876;2;184;1995;sedan;139.000
674070223;19.03.2019;BMW;3;320d Standart ;2008;1;0;230.000;8;175;1995;sedan;75.000
674063248;19.03.2019;BMW;3;320d Standart ;2005;1;0;290.000;2;163;1995;sedan;72.000
668104456;04.03.2019;BMW;3;320d Standart ;2012;1;0;242.000;2;184;1995;sedan;95.900
622740950;08.03.2019;BMW;3;320d Standart ;2003;1;0;370.000;7;150;1995;sedan;57.500
660229987;13.02.2019;BMW;3;320d Standart ;2010;1;0;195.000;2;184;1995;sedan;86.500
669281507;07.03.2019;BMW;3;320d Standart ;2012;1;0;200.000;2;184;1995;sedan;111.900
594284668;07.03.2019;BMW;3;320d Standart ;2010;1;0;155.000;1;184;1995;sedan;107.000
659371983;11.02.2019;BMW;3;320d Standart ;2013;1;0;199.000;1;184;1995;sedan;116.000
645425145;13.03.2019;BMW;3;320d Standart ;2012;1;0;144.049;1;184;1995;sedan;97.200
659992542;13.02.2019;BMW;3;320d Standart ;2014;1;0;94.000;2;200;1995;sedan;125.000
423623797;04.03.2019;BMW;3;320d Standart ;2007;1;0;310.000;2;163;1995;sedan;72.750
671102823;12.03.2019;BMW;3;320d Standart ;2012;1;0;107.890;1;184;1995;sedan;129.500
590592743;04.03.2019;BMW;3;320d Standart ;2009;1;0;195.000;1;177;1995;sedan;139.750
601421230;04.03.2019;BMW;3;320d Standart ;2009;1;0;131.000;1;177;1995;sedan;135.000
671408596;13.03.2019;BMW;3;320d Standart ;2008;1;0;260.000;3;177;1995;sedan;73.950
658103737;10.03.2019;BMW;3;320d Standart ;2011;1;0;157.000;3;184;1995;sedan;93.000
668999359;06.03.2019;BMW;3;320d Standart ;2005;1;0;318.500;2;163;1995;sedan;65.000
668909934;06.03.2019;BMW;3;320d Standart ;2010;1;0;195.487;2;177;1995;sedan;90.900
547139086;05.03.2019;BMW;3;320d Standart ;2013;1;0;93.000;2;184;1995;sedan;137.000
668457229;05.03.2019;BMW;3;320d Standart ;2006;1;0;280.000;2;163;1995;sedan;67.900
653153601;04.03.2019;BMW;3;320d Standart ;2013;1;0;135.000;2;184;1995;sedan;149.500
672833011;16.03.2019;BMW;3;320d Standart ;2002;1;0;349.000;7;150;1995;sedan;44.750
650695467;22.01.2019;BMW;3;320d Standart ;2013;1;0;134.000;2;184;1995;sedan;135.000
677001562;27.03.2019;BMW;3;320d Standart ;2011;1;0;115.000;1;184;1995;sedan;97.750
635193920;14.03.2019;BMW;3;320d Standart ;2008;1;0;197.000;2;177;1995;sedan;82.500
658982629;12.03.2019;BMW;3;320d Standart ;2013;1;0;155.555;1;184;1995;sedan;145.000
669387745;07.03.2019;BMW;3;320d Standart ;2006;1;0;159.000;2;163;1995;sedan;62.500
642105423;04.03.2019;BMW;3;320d Standart ;2010;1;0;137.500;1;177;1995;sedan;139.500
644708813;09.01.2019;BMW;3;320d Standart ;2007;1;0;400.000;2;163;1995;sedan;65.000
